WKT,name,description
"POLYGON ((106.830846 -6.1801044, 106.8308889 -6.1792937, 106.8304598 -6.1787604, 106.830846 -6.1786751, 106.8298804 -6.1776724, 106.8299663 -6.1740884, 106.8297088 -6.1735551, 106.8289792 -6.1729578, 106.8292152 -6.1719338, 106.8289577 -6.1715285, 106.8238079 -6.1715071, 106.8232929 -6.1717205, 106.8231642 -6.1742804, 106.8230998 -6.1798697, 106.8237221 -6.180339, 106.830846 -6.1801044))",taman monas,
