WKT,name,description
"POLYGON ((106.7982411 -6.2150144, 106.7983698 -6.2205605, 106.8038201 -6.2232909, 106.80485 -6.2246561, 106.8088412 -6.222267, 106.808412 -6.2211578, 106.8083691 -6.2157823, 106.8061804 -6.215697, 106.8062233 -6.2128812, 106.7982411 -6.2150144))",Gelora Bung Karno,
