WKT,name,description
"POLYGON ((106.8508575 -6.2328086, 106.8506215 -6.2335126, 106.8507717 -6.2344938, 106.852424 -6.2354536, 106.8526815 -6.2362002, 106.8516729 -6.2399331, 106.8526171 -6.2421515, 106.8539904 -6.2420448, 106.8529604 -6.2400611, 106.853175 -6.2388666, 106.8536685 -6.2369468, 106.853411 -6.2346644, 106.8528746 -6.2347711, 106.8526385 -6.2335126, 106.8514369 -6.2335339, 106.8512438 -6.2330219, 106.8508575 -6.2328086))",Tebet Eco Park,
