WKT,name,description
"POLYGON ((106.8816956 -6.2949062, 106.8841847 -6.3022004, 106.894184 -6.3061674, 106.9039257 -6.3053143, 106.904312 -6.30139, 106.9031962 -6.3001103, 106.8959864 -6.3001529, 106.8913086 -6.2994704, 106.884013 -6.2943517, 106.8816956 -6.2949062))",TMII,
