WKT,name,description
"POLYGON ((106.8245648 -6.3064941, 106.8229769 -6.3064515, 106.8207453 -6.3066221, 106.8205737 -6.3058117, 106.8162821 -6.3052145, 106.8167971 -6.3076032, 106.8160246 -6.3079871, 106.8156384 -6.3092668, 106.8161105 -6.3107597, 106.8176554 -6.3102478, 106.8177412 -6.3148546, 106.8163679 -6.3149399, 106.8162392 -6.3160063, 106.8192004 -6.3165181, 106.8189429 -6.3172433, 106.8234919 -6.3171579, 106.8237065 -6.3178404, 106.8246935 -6.3177978, 106.8256806 -6.3111862, 106.826496 -6.3116128, 106.8271397 -6.3086696, 106.8246077 -6.3084563, 106.8245648 -6.3064941))",Kebun Binatang Ragunan,
