WKT,name,description
"POLYGON ((106.9693515 -6.1048389, 106.9363925 -6.1403408, 106.9254062 -6.1089354, 106.8924472 -6.1048389, 106.8897006 -6.1294174, 106.8608615 -6.1184937, 106.7908237 -6.1307828, 106.7194126 -6.0884526, 106.6864536 -6.1266865, 106.6864536 -6.174475, 106.7221591 -6.188128, 106.716666 -6.2195288, 106.7427585 -6.2304503, 106.7770908 -6.3150846, 106.8073032 -6.3150846, 106.7839572 -6.3655856, 106.8224094 -6.3587614, 106.8402622 -6.3314638, 106.8745944 -6.3655856, 106.9075534 -6.3669504, 106.9226596 -6.3314638, 106.9075534 -6.2973398, 106.9061801 -6.2563881, 106.933646 -6.2577532, 106.9707248 -6.1963197, 106.9693515 -6.1048389))",DKI Jakarta,
