WKT,name,description
"POLYGON ((110.0221529 -7.8915412, 110.3517427 -8.0329866, 110.5055513 -8.1172864, 110.5934419 -8.1308815, 110.6923189 -8.1906944, 110.8323946 -8.2015685, 110.829648 -8.1200055, 110.7939424 -8.1635078, 110.7554903 -8.0384258, 110.7747163 -7.8697761, 110.7527437 -7.8235214, 110.6813325 -7.7935891, 110.6099214 -7.807195, 110.5549898 -7.7935891, 110.5000581 -7.7663761, 110.4423799 -7.5513319, 110.2748384 -7.7037795, 110.2638521 -7.6493402, 110.1045503 -7.6547844, 110.1430025 -7.6983359, 110.1155366 -7.7663761, 110.0221529 -7.8915412))",DIY Yogyakarta,
